"Id","Description","baseMean","All_TMP","minus.5614_TMP","minus.6086_TMP","minus.10675_TMP","minus.SICO_TMP","FoldChange.minus5614vsAll","log2FoldChange.minus5614vsAll","stat.minus5614vsAll","pvalue.minus5614vsAll","padj.minus5614vsAll","FoldChange.minus6086vsAll","log2FoldChange.minus6086vsAll","stat.minus6086vsAll","pvalue.minus6086vsAll","padj.minus6086vsAll","FoldChange.minus10675vsAll","log2FoldChange.minus10675vsAll","stat.minus10675vsAll","pvalue.minus10675vsAll","padj.minus10675vsAll","FoldChange.minusSICOvsAll","log2FoldChange.minusSICOvsAll","stat.minusSICOvsAll","pvalue.minusSICOvsAll","padj.minusSICOvsAll"
"NLANBGKA_00764","Isoleucine--tRNA ligase",418.92,2.12185838220871,1.99923875204443,1.73408858425503,1.40267980018598,1.36347442301182,0.9,-0.152,-0.972,0.330862131379763,0.823557908429473,0.79,-0.34,-2.19,0.0285453603083404,1,0.647,-0.629,-4.129,3.63896567964192e-05,0.000339716598645519,0.575,-0.799,-4.343,1.40472285954572e-05,0.000264642849835403
"NLANBGKA_00765","hypothetical protein",0.41,0,0,0,0,0.268077828355128,1,0,0,1,NA,1,0,0,1,1,1.872,0.904,0.255,0.798927127490651,NA,34.485,5.108,1.438,0.15051231646409,NA
"NLANBGKA_00766","hypothetical protein",110.7,0.42825714027012,1.1055314289579,0.580333056768361,1.50620121982457,1.49357647226429,2.58,1.367,6.554,5.58286635837473e-11,2.17359596886056e-08,1.452,0.538,2.511,0.012024771988776,1,3.75,1.907,9.919,3.43174221516187e-23,4.42694745755882e-21,3.465,1.793,7.503,6.22331831541611e-14,1.35668339276071e-11
"NLANBGKA_00767","50S ribosomal protein L31 type B",11.41,0.250280146911109,0.443394958138195,0.216388391195589,0.68873654036616,0.868206603195585,1.956,0.968,1.313,0.189143591974081,NA,1.166,0.221,0.294,0.768563388183613,1,2.941,1.556,2.279,0.022688732356935,0.0704492586750346,3.754,1.908,2.408,0.0160351706279622,0.0723954744919238
"NLANBGKA_00768","FAD:protein FMN transferase",29.02,0.390759971306377,0.390187563161612,0.307131910084062,0.464341732053314,0.233487140825434,0.906,-0.143,-0.446,0.655386464470274,0.943396834846495,0.76,-0.395,-1.252,0.210452757198021,1,1.074,0.103,0.361,0.717945071640226,0.835052505456951,0.612,-0.708,-1.515,0.1297976456516,0.300563288716755
"NLANBGKA_00769","putative bifunctional oligoribonuclease and PAP phosphatase NrnA",41.52,0.576029384275414,0.444213533445527,0.480448809497653,0.676021404236323,0.259829279790355,0.81,-0.303,-1.073,0.283468344959762,0.80026245300395,0.831,-0.268,-0.982,0.326048453821365,1,1.149,0.2,0.798,0.425011849339931,0.593594305328113,0.511,-0.968,-2.291,0.0219638956228461,0.0896173923007037
"NLANBGKA_00770","Disulfide-bond oxidoreductase YghU",72.38,0.966730949137567,1.0573785108578,0.973912942358163,1.31569709333307,0.99761787269561,1.029,0.042,0.197,0.843538951296213,0.984032505816289,0.947,-0.079,-0.384,0.701193384863942,1,1.297,0.375,1.994,0.0461769952406789,0.123399540953905,0.998,-0.002,-0.008,0.99337793190342,0.995988649201458
"NLANBGKA_00771","Adenosine deaminase",14.3,0.163873905715607,0.185803601505529,0.181354080240113,0.180383379619709,0.107709841749828,0.954,-0.069,-0.158,0.874773658724835,0.988031274173523,1.024,0.034,0.083,0.93410490446522,1,1.036,0.051,0.133,0.894403885143341,0.941001441506939,0.655,-0.611,-0.938,0.348023312737393,0.57943216579519
"NLANBGKA_00772","Thymidine kinase",20.53,0.4078639431144,0.275890196174877,0.500097615207584,0.420894552445987,0.38586960142026,0.684,-0.549,-1.325,0.185214409238227,0.68699085636426,1.072,0.1,0.264,0.791716104122661,1,0.999,-0.002,-0.005,0.995653250319214,0.996355403528184,0.872,-0.198,-0.377,0.706067076191101,0.854080019216296
"NLANBGKA_00773","Peptide chain release factor 1",81.7,0.777100103315459,0.923842419741978,0.753200372250719,1.00240903159142,0.907282900979055,1.038,0.054,0.237,0.812896353527514,0.974993979129228,0.928,-0.107,-0.477,0.633678155846556,1,1.203,0.266,1.265,0.20597470343824,0.369972283770713,0.993,-0.01,-0.034,0.973056131298855,0.98532425770541
"NLANBGKA_00774","Release factor glutamine methyltransferase",32.06,0.477068294473161,0.507102970173936,0.50870801569158,0.423933502283142,0.29033699821855,0.954,-0.068,-0.204,0.838033578724211,0.984032505816289,0.974,-0.038,-0.116,0.907749817752566,1,0.806,-0.312,-1.004,0.315381830826986,0.49450477120828,0.589,-0.764,-1.612,0.106860120451174,0.267346930064806
"NLANBGKA_00775","Threonylcarbamoyl-AMP synthase",101.1,1.7986799891345,2.04848470659846,1.80900695039513,1.79932421170659,2.25185375818308,1.046,0.065,0.317,0.751243519412301,0.968554006287707,0.972,-0.042,-0.208,0.835146414338038,1,0.977,-0.034,-0.178,0.858747456846662,0.918283829137463,0.983,-0.024,-0.095,0.924250881463054,0.963392653765451
"NLANBGKA_00776","Serine hydroxymethyltransferase",492.43,4.00608671049384,4.30519450699951,3.88167483283164,4.80791084909454,5.77076190605811,1.006,0.008,0.052,0.958165954061891,0.992646578553773,0.93,-0.105,-0.704,0.48159450467421,1,1.155,0.208,1.431,0.152358704232213,0.297382395193274,1.333,0.415,2.537,0.0111870467174008,0.056534762706877
"NLANBGKA_00777","hypothetical protein",40.36,0.519555915228805,0.516248160490748,0.492167073143937,0.361321785022862,0.49491291388639,0.913,-0.131,-0.522,0.601644435070217,0.923408592812477,0.882,-0.181,-0.745,0.456229885576799,1,0.672,-0.573,-2.515,0.0119139618886976,0.0426916967678331,0.906,-0.143,-0.42,0.674187883140883,0.829686056187893
"NLANBGKA_00778","hypothetical protein",6.17,0.0941224484110154,0.160076948989379,0.117182636462842,0.077703609682336,0.14434959988353,1.38,0.465,0.738,0.460404386220824,NA,1.088,0.121,0.193,0.846719465248555,1,0.721,-0.472,-0.791,0.429004863100019,0.597381403274242,1.393,0.478,0.581,0.560992591428975,0.759604875351034
"NLANBGKA_00779","putative ABC transporter ATP-binding protein",32.78,0.209215183255573,0.215647703301754,0.230216319475791,0.209356875828056,0.2152956652593,0.881,-0.182,-0.618,0.536756424318494,0.916773470774565,0.987,-0.018,-0.066,0.947727259336302,1,0.904,-0.146,-0.557,0.577739601596985,0.727122617007718,0.856,-0.225,-0.56,0.575775926941288,0.769381842830477
"NLANBGKA_00780","putative ABC transporter ATP-binding protein",22.87,0.126143487561155,0.174310595226837,0.163592598154741,0.130173572921439,0.165821337126883,1.055,0.078,0.212,0.832445666430985,0.983110756715258,1.184,0.244,0.694,0.487486523545525,1,0.947,-0.079,-0.237,0.812472945841049,0.894881666940459,1.308,0.387,0.845,0.398343436716766,0.629919258476462
"NLANBGKA_00781","hypothetical protein",0.03,0,0,0,0,0,1.633,0.708,0.147,0.882755993089234,NA,1.215,0.281,0.059,0.95321538421003,1,1.052,0.073,0.015,0.987811752061798,NA,6.192,2.63,0.547,0.584037271842127,NA
"NLANBGKA_00782","D-alanine--poly(phosphoribitol) ligase subunit 1",206.05,1.48680635077168,1.52747844493499,1.35066614411386,1.41684852247806,1.90148227089102,0.984,-0.023,-0.131,0.895838430746577,0.988031274173523,0.872,-0.198,-1.149,0.250474722001662,1,0.904,-0.146,-0.882,0.377758703528247,0.556057676666579,1.077,0.107,0.527,0.598044492987091,0.78300778423257
"NLANBGKA_00783","Peptidoglycan O-acetyltransferase",184.91,2.08747714499997,1.80520511149469,1.97304499345569,1.31440804812048,1.32746972836094,0.803,-0.317,-1.957,0.050352201300174,0.393602606054981,0.909,-0.138,-0.883,0.377070344529936,1,0.612,-0.707,-4.638,3.52443169162193e-06,4.31135221587199e-05,0.643,-0.636,-3.084,0.00203923041125126,0.015481918445619
"NLANBGKA_00784","D-alanine--poly(phosphoribitol) ligase subunit 2",4.87,0.185862050026815,0.345735815459656,0.24104023323053,0.191800049215893,0.203603413940604,1.499,0.584,0.745,0.456044030061029,NA,1.259,0.333,0.43,0.667071354219619,1,0.922,-0.117,-0.158,0.874228479035285,0.930973045806118,0.428,-1.226,-0.974,0.330116309887096,0.561849085909123
"NLANBGKA_00785","hypothetical protein",94.69,0.78286681024328,0.822907419937997,0.767101974475359,0.664255383718074,1.28639242279416,0.95,-0.075,-0.346,0.72943691859415,0.96317987890538,0.922,-0.117,-0.559,0.576378965887107,1,0.802,-0.317,-1.588,0.112262043431182,0.235650650338531,1.376,0.46,1.845,0.0650130284150229,0.19264054633267
"NLANBGKA_00786","hypothetical protein",0.24,0,0,0,0,0.0574452489332417,1.181,0.24,0.079,0.937097683876022,NA,0.513,-0.962,-0.314,0.753823604409895,1,0.638,-0.648,-0.215,0.829544126487201,NA,4.721,2.239,0.735,0.462448912181212,NA
"NLANBGKA_00787","hypothetical protein",1.79,0.0781016061282894,0.0830186304599174,0.0810305464902632,0.120895243787677,0,0.706,-0.502,-0.396,0.691964712295058,NA,1.172,0.229,0.199,0.842582629250116,1,1.68,0.749,0.712,0.476533353985936,NA,0.535,-0.902,-0.585,0.558668924991926,NA
"NLANBGKA_00788","Biotin transporter BioY2",7.83,0.143549879420152,0.152587315202865,0.191485593102689,0.126973775598231,0.202181602390739,1.068,0.096,0.161,0.871932028114739,NA,1.212,0.278,0.494,0.621608597096566,1,0.951,-0.072,-0.135,0.892274993861217,0.939994658306876,0.671,-0.577,-0.62,0.535177680107654,0.742437399858436
"NLANBGKA_00789","putative protease YdcP",222.67,2.006919308876,1.85977249731236,1.88642141408641,1.63735848089385,2.61187977626375,0.87,-0.201,-1.265,0.20572224744058,0.721572327359151,0.893,-0.163,-1.053,0.29219676785586,1,0.78,-0.358,-2.399,0.0164554261315301,0.05494176395445,1.219,0.286,1.583,0.113420272585582,0.276133047759346
"NLANBGKA_00790","putative protease YdcP",70.94,0.665253810128342,0.808155470625992,0.616251728971257,0.907170782941835,1.43148354946913,1.15,0.202,0.767,0.442880152510858,0.872861435365813,0.911,-0.135,-0.515,0.606533634682051,1,1.286,0.363,1.497,0.134298186529501,0.26954614806982,1.842,0.881,2.982,0.00286328877642534,0.0203038062637069
"NLANBGKA_00791","hypothetical protein",2.28,0.0374568927349959,0.0398150574654706,0.0777231772457626,0.193267906735402,0.0410323206666012,0.469,-1.093,-0.831,0.405705381508158,NA,1.369,0.453,0.415,0.678151262230231,1,3.367,1.752,1.817,0.0691478856913232,NA,1.702,0.767,0.566,0.571097419749887,NA
"NLANBGKA_00792","hypothetical protein",55.3,1.43311097820334,1.41643430462777,1.43468467587213,1.60862438537576,1.4046543746005,0.896,-0.159,-0.689,0.491035135840973,0.892244230536578,0.929,-0.107,-0.482,0.629900322967983,1,1.055,0.077,0.381,0.703367662153903,0.824177301896274,0.823,-0.282,-0.883,0.377088177615291,0.609572626102685
"NLANBGKA_00793","hypothetical protein",28.16,0.723031535520982,0.88678991627639,0.923257135767847,0.97571009885206,0.57880440213039,1.142,0.192,0.526,0.598856503524495,0.923408592812477,1.111,0.151,0.426,0.670044550816084,1,1.247,0.318,0.954,0.340331980736824,0.519280731898444,0.585,-0.772,-1.421,0.155229761021673,0.341326535041891
"NLANBGKA_00794","Prolipoprotein diacylglyceryl transferase",196.81,2.74959228571039,2.72982933922953,2.92511029801733,2.92385683391185,3.01205316649963,0.95,-0.075,-0.5,0.617088771459007,0.927498751987438,1.016,0.023,0.157,0.875299208161083,1,1.021,0.029,0.214,0.8307238180731,0.901221022817835,0.931,-0.104,-0.555,0.578739446017883,0.769970701502432
"NLANBGKA_00795","HPr kinase/phosphorylase",148.96,1.82944797785294,1.79309495045142,2.0089806364463,1.96145034149586,1.62668585166947,0.93,-0.105,-0.569,0.569511227828295,0.923408592812477,1.052,0.074,0.411,0.681220004891314,1,1.042,0.059,0.344,0.730788724700911,0.84245809446075,0.692,-0.53,-2.205,0.0274745637424685,0.106102102363486
"NLANBGKA_00796","hypothetical protein",44.15,1.09701336423873,1.97336238840355,1.70722978984658,1.13206121002714,3.88250647962599,1.635,0.709,1.694,0.0903467950249855,0.517279689162662,1.562,0.643,1.562,0.118185674148097,1,1.062,0.087,0.215,0.829463932656796,0.901221022817835,3.227,1.69,3.812,0.000138115666874268,0.00178319304443768
"NLANBGKA_00797","30S ribosomal protein S1",130.79,0.70313445967891,0.659471937737935,0.71341119170512,0.46416962614818,1.00812366437774,0.906,-0.143,-0.752,0.451831432191656,0.878050660766607,0.984,-0.023,-0.125,0.900796209507271,1,0.652,-0.616,-3.469,0.000523213604365611,0.00320017286463277,1.265,0.339,1.544,0.122659896299919,0.288411404859286
"NLANBGKA_00798","hypothetical protein",3.16,0.341467487258568,0.181482587517029,0.354273086980685,0.352376834605942,0.187031043038461,0.642,-0.639,-0.678,0.497635339374479,NA,0.945,-0.081,-0.095,0.924592833466155,1,1.089,0.123,0.158,0.874613435102013,NA,1.035,0.049,0.043,0.9657022375627,0.981597156130284
"NLANBGKA_00799","Putative two-component membrane permease complex subunit SMU_747c",66.14,0.73415509760592,0.780375126323224,0.710907994541242,0.858624886989813,1.16613855334481,0.939,-0.091,-0.354,0.723197264946399,0.96317987890538,0.909,-0.138,-0.551,0.581418767573631,1,1.08,0.111,0.475,0.634550471106186,0.768938615285805,1.136,0.183,0.59,0.555488955378633,0.75416027215996
"NLANBGKA_00800","Putative two-component membrane permease complex subunit SMU_746c",58.61,0.690810147193763,0.63351486269782,0.81508955620833,1.03437554217353,0.994163164195217,0.891,-0.166,-0.577,0.564184034997351,0.923408592812477,1.13,0.177,0.644,0.519567407554037,1,1.421,0.507,1.957,0.0503357988130491,0.131783207593573,1.474,0.56,1.705,0.0882443439688131,0.236662335494567
"NLANBGKA_00801","hypothetical protein",3.97,0.0419517198631954,0.0557410804516588,0.0435249792576271,0.0432920111087301,0.034467149359945,1.382,0.467,0.63,0.528670059659634,NA,0.949,-0.076,-0.101,0.919478402256539,1,0.972,-0.041,-0.06,0.952316253351615,NA,0.717,-0.481,-0.423,0.672259735455633,0.82938924582093
"NLANBGKA_00802","CRISPR-associated endoribonuclease Cas2",0.65,0.0343063129722393,0,0.0711857137391097,0.03540234553284,0,0.258,-1.955,-0.831,0.405721372653102,NA,1.896,0.923,0.429,0.668269837111459,1,0.653,-0.614,-0.282,0.777871048952558,NA,0.994,-0.008,-0.003,0.997209342273906,NA
"NLANBGKA_00803","CRISPR-associated endonuclease Cas1",3.57,0.0363443117626693,0.0901423413244648,0.0377072840103205,0.0625090919474238,0.013271179621541,1.779,0.831,0.956,0.339100836263169,NA,0.705,-0.504,-0.541,0.58854528138847,1,1.373,0.457,0.559,0.576244937554851,NA,0.482,-1.053,-0.797,0.425505810692673,0.656543849461091
"NLANBGKA_00804","CRISPR-associated endonuclease Cas9 1",76.87,0.213036077430289,0.23689959191955,0.214224507283633,0.317925706579736,0.337490837482795,1.031,0.044,0.181,0.856308552640043,0.988031274173523,0.966,-0.05,-0.211,0.832629909139066,1,1.461,0.547,2.501,0.0123815716636113,0.0442555420419758,1.327,0.408,1.416,0.156865467957141,0.343464464147629
"NLANBGKA_00805","hypothetical protein",40.84,0.54247913616201,0.595852928966008,0.656626842248684,1.39952622118739,0.653687315447233,1.142,0.192,0.561,0.574921648904568,0.923408592812477,1.18,0.239,0.723,0.469582325973467,1,2.496,1.32,4.332,1.4775448972562e-05,0.000151626469976554,1.275,0.351,0.836,0.40294202290588,0.633177169616387
"NLANBGKA_00806","hypothetical protein",1.67,0.109032935288008,0.0386324319961992,0.113121852030961,0.0750109103369085,0.039813538864623,0.48,-1.058,-0.745,0.456433630961242,NA,1.129,0.175,0.138,0.89020071152707,1,0.66,-0.6,-0.487,0.626162405920691,NA,0.859,-0.22,-0.141,0.887924700771549,NA
"NLANBGKA_00807","Modification methylase FokI",1.75,0.0479839933075765,0.0255024551086021,0.0497834730070898,0.0495170061701161,0.052564280069633,0.451,-1.149,-0.911,0.362466883624125,NA,0.843,-0.247,-0.221,0.825274711219651,1,0.718,-0.479,-0.461,0.644773258881358,NA,0.879,-0.186,-0.132,0.895202644605593,NA
"NLANBGKA_00808","hypothetical protein",0.16,0,0,0,0.0518911092056696,0,6.295,2.654,0.586,0.558018588927463,NA,1,0,0,1,1,9.092,3.185,0.713,0.476088591847455,NA,1,0,0,1,NA
"NLANBGKA_00809","hypothetical protein",13.57,0.239398401393235,0.183783997141339,0.165584160219233,0.137248223623691,0.218541707898202,0.768,-0.381,-0.844,0.398650631193923,0.856699552611298,0.72,-0.474,-1.081,0.279686141931172,1,0.656,-0.607,-1.507,0.131699786864633,0.266593434466353,0.934,-0.098,-0.168,0.866760500438967,0.932776109781286
"NLANBGKA_00810","23S rRNA (uracil-C(5))-methyltransferase RlmCD",59.9,0.526711714617934,0.465124247477418,0.512835710347869,0.576987896399465,0.452714213447402,0.799,-0.324,-1.442,0.149372509234336,0.640908704148935,0.906,-0.142,-0.666,0.505276419882224,1,1.043,0.061,0.31,0.756368799328518,0.855891009766481,0.609,-0.715,-2.157,0.0310408248111694,0.114693217098897
"NLANBGKA_00811","hypothetical protein",7.12,0.0201690960880747,0.0428777541935837,0.0627764123908083,0.312202003187957,0.309320571178994,1.282,0.358,0.355,0.722562019090512,NA,2.251,1.17,1.318,0.187551746501371,1,10.584,3.404,4.432,9.32164805146382e-06,0.000102538128566102,7.847,2.972,3.154,0.00160979271279621,0.0129291772617212
"NLANBGKA_00812","Acryloyl-CoA reductase (NADH)",13.05,0.062216533695417,0.143289218110196,0.0968246360603992,0.246116306091297,0.170388450225717,2.029,1.021,2.241,0.0250506354540898,NA,1.311,0.391,0.838,0.402294746018007,1,3.757,1.91,4.898,9.66854257685097e-07,1.3583823679754e-05,2.843,1.508,2.66,0.00781512569873692,0.0428988554542178
"NLANBGKA_00813","hypothetical protein",0.89,0.0120749193685184,0.0128351172092635,0.0125277489639552,0.0124606939868878,0.0132275244254175,1.115,0.157,0.104,0.916919673762354,NA,1.04,0.057,0.038,0.969699253993111,1,1.649,0.722,0.546,0.585334705713477,NA,1.991,0.993,0.607,0.543973982845021,NA
"NLANBGKA_00814","Regulatory protein MsrR",111.28,0.863711879536377,0.926285601623154,0.912104344737038,0.859473749952729,0.920813549076963,0.98,-0.029,-0.143,0.885965348792054,0.988031274173523,1.007,0.01,0.052,0.958671044456379,1,0.945,-0.082,-0.437,0.662396804313364,0.793430731732757,1.052,0.072,0.296,0.767011996478251,0.882700080411622
"NLANBGKA_00815","Prephenate dehydratase",89.05,1.32630209239026,1.25315713716138,1.2092478270025,1.11982528734717,1.33549721060128,0.918,-0.123,-0.568,0.570187485817126,0.923408592812477,0.898,-0.155,-0.733,0.463593236049183,1,0.815,-0.296,-1.471,0.141332364084189,0.280490384105545,1,0.001,0.002,0.998276336246452,0.998664306086841
"NLANBGKA_00816","Shikimate kinase",37.87,0.923323895762047,1.07720492897378,0.841126899763959,0.580989412885564,1.03612902983884,1.002,0.002,0.007,0.994203815175436,0.996763996673742,0.823,-0.281,-0.938,0.348434019923888,1,0.61,-0.713,-2.499,0.0124556174349737,0.0444083445734363,1.001,0.001,0.003,0.997692924263582,0.998664306086841
"NLANBGKA_00817","3-phosphoshikimate 1-carboxyvinyltransferase",190.09,1.64196280612097,1.87326581845739,1.89083926283134,1.41941020028623,1.72335746799725,1.041,0.057,0.33,0.741409075422619,0.966255794798454,1.075,0.104,0.611,0.54144518828568,1,0.824,-0.28,-1.693,0.0905086385935161,0.201199133465487,0.946,-0.08,-0.384,0.701247628339577,0.851857611387431
"NLANBGKA_00818","L-2-hydroxyisocaproate dehydrogenase",122.85,1.94609367143157,1.67223241354976,1.77726998635311,1.02217248451168,1.0212488699243,0.813,-0.299,-1.701,0.0888774276472504,0.51137357385216,0.871,-0.199,-1.172,0.241200782127241,1,0.511,-0.969,-5.83,5.53501194181198e-09,1.30903032423853e-07,0.476,-1.072,-4.267,1.97842396820173e-05,0.000359413687556647
"NLANBGKA_00819","hypothetical protein",13.06,0.491621717146822,0.661925330363449,0.57806613076536,0.338218836786954,0.17951640291638,1.201,0.264,0.59,0.555309696364368,NA,1.089,0.124,0.282,0.777804221176058,1,0.618,-0.694,-1.625,0.104104493005966,0.223486044743518,0.559,-0.84,-1.191,0.233617170995043,0.453562090252463
"NLANBGKA_00820","Prephenate dehydrogenase",151.91,1.74561334349234,1.72827643465605,1.95596289258969,0.957306359775247,1.51886486989251,0.902,-0.149,-0.802,0.422649679542789,0.862938430071049,1.062,0.087,0.486,0.626751865964706,1,0.532,-0.911,-5.128,2.93001426987608e-07,4.56889038346611e-06,0.85,-0.235,-1.048,0.294839695777799,0.521955192293412
"NLANBGKA_00821","Chorismate synthase",178.36,2.08136754475905,1.8503740108695,1.86495561896405,1.17156215629295,1.83439854196615,0.827,-0.274,-1.877,0.0605020966907565,0.431374706429958,0.868,-0.204,-1.449,0.147402810441083,1,0.547,-0.871,-6.361,2.00355501018795e-10,5.68608911891341e-09,0.815,-0.294,-1.593,0.11110204591791,0.273320114547732
"NLANBGKA_00822","3-dehydroquinate synthase",83.95,1.01334083894902,0.912269513870811,0.95479091822189,0.554869438154146,1.09874152184989,0.867,-0.206,-1.004,0.315239621693197,0.823557908429473,0.935,-0.097,-0.493,0.622321698442935,1,0.534,-0.905,-4.714,2.42711354993629e-06,3.10276948410774e-05,0.89,-0.169,-0.647,0.517448093410872,0.729198114542726
"NLANBGKA_00823","Shikimate dehydrogenase (NADP(+))",124.48,2.21534520681085,1.86194766982383,1.97771396977639,0.996855518951021,1.2980610636143,0.802,-0.318,-1.676,0.0938244810350234,0.524339683487595,0.869,-0.202,-1.097,0.272525283142975,1,0.439,-1.186,-6.521,6.98067845716358e-11,2.30362389086398e-09,0.503,-0.993,-3.862,0.000112427846172645,0.00155968084781324
"NLANBGKA_00824","3-dehydroquinate dehydratase",28.61,0.717840539881344,0.520250084215482,0.592423328784369,0.286208295663271,0.303821538802478,0.718,-0.477,-1.433,0.151924833159345,0.640908704148935,0.84,-0.252,-0.794,0.427225047481399,1,0.427,-1.227,-3.932,8.41073483803945e-05,0.00067811549631693,0.441,-1.182,-2.363,0.018131245174189,0.0786030685676489
"NLANBGKA_00825","Ribosomal RNA large subunit methyltransferase I",149.09,1.94446763577795,1.73416694738494,1.82057003031741,1.05713050381783,0.768905399158119,0.836,-0.259,-1.559,0.118890485935251,0.596243082124877,0.917,-0.124,-0.774,0.438874185319175,1,0.538,-0.896,-5.693,1.25127655151332e-08,2.731632963996e-07,0.388,-1.365,-5.515,3.47809903610525e-08,1.51645117974189e-06
"NLANBGKA_00826","Lipoteichoic acid synthase 2",40.88,0.146225946638542,0.203669332419523,0.151709663277787,0.265371702709764,0.31484415280719,1.269,0.344,1.063,0.287722099165156,0.807835124579092,0.992,-0.012,-0.037,0.970779847390748,1,1.676,0.745,2.537,0.0111871129414713,0.0411256820309528,1.594,0.673,1.743,0.0813849324011769,0.225806194262175
"NLANBGKA_00827","hypothetical protein",5.5,0.180529942034243,0.319825871443944,0.374600231315643,0.24839678505009,0.659207774643757,1.46,0.546,0.732,0.463998052436017,NA,1.969,0.978,1.413,0.157608730111353,1,1.377,0.461,0.699,0.484377427843913,0.646768558199105,2.916,1.544,1.805,0.0710183827925415,0.20409426015333
"NLANBGKA_00828","Enolase",6143.76,43.7871076072102,48.1890631001438,46.7718023070871,67.1288019026699,66.3492625178942,1.037,0.052,0.386,0.699367795367476,0.957775231686855,1.03,0.043,0.318,0.750138800169707,1,1.486,0.572,4.274,1.91571800153978e-05,0.000187476127185168,1.392,0.477,3.511,0.000446005867720362,0.00468138298103564
"NLANBGKA_00829","hypothetical protein",16.86,0.31602702877076,0.387603539564515,0.504428567555281,0.476642175286515,0.452714213447402,1.151,0.203,0.503,0.61514533129685,0.925888849168455,1.406,0.491,1.293,0.196117508414373,1,1.308,0.388,1.089,0.276304156987592,0.452220990502184,1.149,0.2,0.368,0.71309961036868,0.859549767316434
"NLANBGKA_00830","Glycerate kinase",144.4,2.15695163447561,1.59861211861361,1.9196158304661,1.21503521743841,0.498581405835683,0.686,-0.544,-2.755,0.00586469607188829,0.108729603364532,0.848,-0.237,-1.246,0.212848722010906,1,0.54,-0.889,-4.756,1.97602942072463e-06,2.62054742804509e-05,0.222,-2.172,-7.04,1.92902148272266e-12,2.45307231886232e-10
"NLANBGKA_00831","hypothetical protein",138.87,3.30947868802669,2.31961897785053,2.3990146047511,1.68523527495106,0.664917448282404,0.664,-0.591,-2.899,0.00374726061508397,0.0858795772985601,0.711,-0.492,-2.478,0.0131958262266261,1,0.501,-0.996,-5.135,2.82223042785597e-07,4.44971664125292e-06,0.164,-2.608,-7.632,2.3046915167135e-14,7.03391850900961e-12
"NLANBGKA_00832","hypothetical protein",11.27,0.867637842625178,0.709431933021112,0.48470999627812,0.826483848439392,1.09668202508916,0.671,-0.575,-1.12,0.262775363729385,NA,0.535,-0.903,-1.772,0.0764308876835526,1,0.835,-0.26,-0.583,0.559656124419556,0.71167768100021,0.766,-0.384,-0.564,0.573006718018133,0.767744739900615
"NLANBGKA_00833","Catabolite control protein A",367.58,4.66287697128084,4.45259081085323,4.86061611454356,3.46953617556827,3.67097566756572,0.886,-0.174,-1.439,0.150035889644718,0.640908704148935,1.003,0.005,0.039,0.968599105492444,1,0.727,-0.46,-4.037,5.40383870149131e-05,0.00047043233849179,0.717,-0.479,-3.165,0.00154951180735486,0.0126886890816389
"NLANBGKA_00834","Xaa-Pro dipeptidase",206.41,1.59643144493254,1.80502279911327,1.59300218404819,3.5572002202568,2.42829501030822,1.064,0.089,0.462,0.644380035612138,0.943152733828293,0.964,-0.052,-0.274,0.784024271479532,1,2.132,1.093,6.089,1.13801858987859e-09,2.88365781971022e-08,1.429,0.515,2.373,0.017638732392457,0.0773054725700091
"NLANBGKA_00835","General stress protein 13",102.92,3.42807958799459,3.45041894696632,3.83991036012536,3.00539581250688,2.55892472520804,1.002,0.003,0.012,0.990320611337951,0.99578739881351,1.089,0.123,0.541,0.588755455396115,1,0.859,-0.22,-0.996,0.31924040160958,0.498107632901286,0.757,-0.402,-1.378,0.168205543376022,0.359392249172876
"NLANBGKA_00836","Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase",197.54,1.52164624931142,1.66746821863937,1.70891344841645,1.22221302729508,2.00199147457516,1.031,0.043,0.298,0.765589878480903,0.970747790537389,1.06,0.085,0.599,0.548861402524776,1,0.765,-0.386,-2.83,0.00465726022569344,0.0200870889369574,1.213,0.279,1.6,0.109630381233278,0.271584353509712
"NLANBGKA_00837","SsrA-binding protein",31.91,0.691249929564016,0.810779352024128,0.741903055527734,0.910116142626711,0.835567257210789,0.971,-0.043,-0.134,0.89302225428875,0.988031274173523,0.993,-0.01,-0.033,0.973458724086961,1,1.232,0.301,1.074,0.282733979272729,0.457468091890538,1.171,0.228,0.566,0.571697616153461,0.767744739900615
"NLANBGKA_00838","Ribonuclease R",154.04,0.673948988010331,0.620861483610888,0.657269806108903,0.927307459489322,0.728436693939271,0.891,-0.166,-1.072,0.28371540292451,0.80026245300395,0.961,-0.058,-0.389,0.697455658012907,1,1.356,0.44,3.214,0.00130834880328397,0.006953359370262,1.029,0.041,0.21,0.833408527743642,0.914950657076833
"NLANBGKA_00839","putative protein-export membrane protein SecG",11.72,0.564734690466092,0.50024046559181,0.634739280840395,0.7284713407719,0.412427428238659,0.847,-0.24,-0.502,0.615831366778416,NA,1.094,0.13,0.292,0.770623658217884,1,1.278,0.353,0.867,0.385930790302102,0.562832262526909,0.876,-0.192,-0.29,0.771539108315944,0.88657280067028
