Id,Description,baseMean,All_norm,minus.ST_norm,minus.5614_norm,minus.6086_norm,minus.10675_norm,minus.SICO_norm,FoldChange.minusSTvsAll,log2FoldChange.minusSTvsAll,stat.minusSTvsAll,pvalue.minusSTvsAll,padj.minusSTvsAll,FoldChange.minus5614vsAll,log2FoldChange.minus5614vsAll,stat.minus5614vsAll,pvalue.minus5614vsAll,padj.minus5614vsAll,FoldChange.minus6086vsAll,log2FoldChange.minus6086vsAll,stat.minus6086vsAll,pvalue.minus6086vsAll,padj.minus6086vsAll,FoldChange.minus10675vsAll,log2FoldChange.minus10675vsAll,stat.minus10675vsAll,pvalue.minus10675vsAll,padj.minus10675vsAll,FoldChange.minusSICOvsAll,log2FoldChange.minusSICOvsAll,stat.minusSICOvsAll,pvalue.minusSICOvsAll,padj.minusSICOvsAll
OG4698,hypothetical protein,0.09,0,0,0,0,0,0,0.371,-1.43,-0.271,0.786100592,NA,0.392,-1.351,-0.256,0.797607363,NA,0.591,-0.758,-0.144,0.885599255,NA,0.772,-0.373,-0.071,0.943572231,NA,0.458,-1.127,-0.214,0.830650999,NA
OG4699,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG47,IS6 family transposase ISS1M AND IS6 family transposase ISS1E,58.07,63.50943396,77.62264151,71.74213836,62.33333333,61.1572327,72.91823899,1.234,0.303,1.261,0.207268203,0.338682549,1.132,0.179,0.736,0.46182682,0.620944526,0.99,-0.015,-0.058,0.953939496,0.978123663,0.96,-0.059,-0.238,0.811618246,0.876083555,1.136,0.184,0.748,0.454402281,0.597867656
OG470,hypothetical protein,23.85,34.95327103,27.96261682,17.47663551,69.90654206,59.42056075,38.44859813,0.81,-0.304,-0.803,0.422185599,0.566760675,0.499,-1.003,-2.446,0.014442128,0.038635464,1.971,0.979,2.697,0.007006405,0.033096271,1.731,0.791,2.229,0.025797624,0.054298871,1.1,0.138,0.368,0.713003243,0.807581366
OG4700,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4701,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4702,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4703,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4704,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4705,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4706,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4707,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4708,Tyrosine recombinase XerC,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4709,hypothetical protein,2.18,1.882550336,0.627516779,0.627516779,2.510067114,2.510067114,0,0.434,-1.204,-0.867,0.385713789,NA,0.591,-0.758,-0.565,0.57235566,0.712719071,1.844,0.883,0.699,0.484480703,0.682725542,1.838,0.878,0.713,0.475921346,0.598479371,0.078,-3.679,-2.213,0.026930156,0.071573577
OG471,hypothetical protein,301.72,251.3770492,353.5628415,345.3879781,246.2677596,236.0491803,417.9398907,1.401,0.487,2.208,0.027264537,0.072382608,1.372,0.457,2.069,0.038543989,0.089049171,0.978,-0.032,-0.14,0.888698424,0.943646802,0.938,-0.093,-0.416,0.67775653,0.772278751,1.659,0.73,3.309,0.000935213,0.004396553
OG4710,hypothetical protein,3.72,15.32786885,9.196721311,12.26229508,18.39344262,18.39344262,0,0.648,-0.627,-0.71,0.477851142,NA,0.919,-0.121,-0.142,0.88731258,0.930168142,1.369,0.453,0.529,0.596727787,0.767345317,1.195,0.257,0.308,0.758249306,0.839821359,0.041,-4.597,-3.273,0.001063754,0.004915608
OG4711,hypothetical protein,0.06,0,0,0,0,0,0,0.371,-1.43,-0.271,0.78610254,NA,0.392,-1.351,-0.256,0.797609319,NA,0.591,-0.758,-0.144,0.885601255,NA,0.396,-1.335,-0.253,0.799989033,NA,0.458,-1.127,-0.214,0.830652975,NA
OG4712,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4713,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4714,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4715,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4716,DNA repair protein RadA,3.57,0.914425428,1.371638142,0,1.828850856,4.572127139,1.371638142,1.667,0.737,0.71,0.477662511,NA,0.089,-3.493,-2.316,0.020552114,0.052432954,1.839,0.879,0.817,0.413760407,0.623545324,5.627,2.492,2.56,0.010452733,0.024704806,1.816,0.861,0.82,0.412234107,0.560177818
OG4717,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4718,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4719,30S ribosomal protein S13,79.88,136.4594595,106.1351351,35.37837838,290.6081081,374,270.3918919,0.793,-0.335,-1.047,0.295101856,0.43599492,0.258,-1.955,-5.386,7.20E-08,6.55E-07,2.05,1.036,3.311,0.000928629,0.006218755,2.763,1.466,4.806,1.54E-06,7.79E-06,1.992,0.994,3.216,0.001298976,0.005856591
OG472,UDP-N-acetylmuramoylalanine--D-glutamate ligase,2346.42,906.3266667,1109.533333,1001.073333,922.9488889,931.6755556,979.0488889,1.225,0.293,3.25,0.001155701,0.005533846,1.105,0.144,1.59,0.111841861,0.212702885,1.025,0.035,0.383,0.701652656,0.837063402,1.029,0.042,0.459,0.645940351,0.746033658,1.081,0.113,1.24,0.214967875,0.352301445
OG4720,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4721,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4722,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4723,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4724,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4725,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4726,hypothetical protein,0.05,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,1,NA,2.336,1.224,0.233,0.816023666,NA,1,0,0,1,NA,1,0,0,1,NA
OG4727,hypothetical protein,0.16,0,3.462962963,0,0,0,0,1.443,0.529,0.101,0.919359236,NA,0.392,-1.351,-0.256,0.797605335,NA,0.591,-0.758,-0.144,0.885597181,NA,0.396,-1.335,-0.253,0.799985047,NA,0.458,-1.127,-0.214,0.830648951,NA
OG4728,hypothetical protein,0.5,0,1.684684685,0,0,1.684684685,1.684684685,2.013,1.009,0.382,0.702644798,NA,0.392,-1.351,-0.488,0.625765808,NA,0.591,-0.758,-0.274,0.784373216,NA,2.804,1.487,0.569,0.569203601,NA,1.862,0.897,0.334,0.738547264,NA
OG4729,hypothetical protein,0.79,3.224137931,0,0,6.448275862,3.224137931,0,0.364,-1.457,-0.642,0.520918511,NA,0.385,-1.379,-0.607,0.543665471,NA,2.18,1.124,0.541,0.588199209,NA,1.549,0.631,0.306,0.759719583,NA,0.231,-2.116,-0.932,0.351257411,NA
OG473,hypothetical protein,177.39,220.0846154,345.2307692,304.9538462,225.8384615,187,248.8538462,1.568,0.649,4.21,2.55E-05,0.000238802,1.382,0.467,3.002,0.002679821,0.009198006,0.998,-0.002,-0.015,0.988044105,0.99086489,0.843,-0.247,-1.529,0.126365157,0.21071196,1.121,0.165,1.035,0.300827255,0.448868151
OG4730,Glutamate/gamma-aminobutyrate antiporter,0.04,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,1,NA,1,0,0,1,NA,1.504,0.589,0.112,0.910992236,NA,1,0,0,1,NA
OG4731,Glutamate/gamma-aminobutyrate antiporter,1.59,0.418344519,0.418344519,0,0.836689038,1.673378076,0.418344519,0.896,-0.158,-0.108,0.914390275,NA,0.258,-1.952,-1.122,0.261995909,0.413357433,1.726,0.788,0.546,0.584734887,NA,3.735,1.901,1.426,0.153946698,0.248767614,0.584,-0.777,-0.478,0.632391388,0.745541158
OG4732,hypothetical protein,4.37,8.785234899,6.275167785,1.255033557,8.785234899,8.785234899,0,0.781,-0.356,-0.469,0.639276578,0.752110227,0.089,-3.495,-2.854,0.004315259,0.01385652,1.029,0.041,0.053,0.957986895,0.979534629,1.054,0.076,0.103,0.918111308,0.951726367,0.029,-5.127,-3.768,0.000164747,0.000989092
OG4733,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4734,hypothetical protein,0.04,0,0,0,0,0,0,1,0,0,1,NA,1,0,0,1,NA,1,0,0,1,NA,1.504,0.589,0.112,0.910992236,NA,1,0,0,1,NA
OG4735,hypothetical protein,0.06,0,0,0,0,0,0,1.408,0.494,0.094,0.925289276,NA,1,0,0,1,NA,1,0,0,1,NA,1,0,0,1,NA,1,0,0,1,NA
OG4736,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4737,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4738,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4739,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG474,Aminoglycoside 3'-phosphotransferase,90.32,72.25,33.29166667,31.875,70.83333333,96.33333333,79.33333333,0.459,-1.123,-4.783,1.72E-06,2.25E-05,0.437,-1.194,-5.028,4.97E-07,3.92E-06,0.971,-0.042,-0.184,0.854188163,0.924480068,1.341,0.424,1.943,0.052054039,0.09926301,1.095,0.131,0.59,0.555254038,0.684637678
OG4740,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4741,hypothetical protein,0.15,0,0,0,0.903381643,0,0,1,0,0,1,NA,1,0,0,1,NA,2.401,1.264,0.24,0.810062286,NA,1,0,0,1,NA,1,0,0,1,NA
OG4742,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4743,hypothetical protein,6.93,22.18644068,9.508474576,15.84745763,0,57.05084746,25.3559322,0.423,-1.24,-1.62,0.105199362,0.206404995,0.742,-0.431,-0.6,0.548279821,0.695820239,0.032,-4.97,-3.71,0.000207412,0.001742259,2.422,1.276,1.922,0.054611578,0.103462548,1.065,0.091,0.13,0.896714736,0.935042701
OG4744,hypothetical protein,1.16,2.561643836,0,2.561643836,0,10.24657534,2.561643836,0.425,-1.233,-0.624,0.532717913,NA,2.056,1.04,0.606,0.544396239,0.69295828,0.348,-1.523,-0.771,0.4408883,NA,5.876,2.555,1.564,0.117893504,NA,1.028,0.04,0.021,0.983031773,0.989700354
OG4745,Lactococcin A secretion protein LcnD,5.97,5.753846154,7.192307692,11.50769231,0,18.7,8.630769231,1.033,0.046,0.065,0.948121829,0.970243599,1.748,0.805,1.19,0.234231364,0.382847456,0.053,-4.231,-3.18,0.001472035,0.009124041,2.996,1.583,2.421,0.01548883,0.034615326,1.237,0.307,0.43,0.667139987,0.772428399
OG4746,hypothetical protein,0.15,0,0,0,0,1.927835052,0,1,0,0,1,NA,1.487,0.573,0.109,0.913439756,NA,1,0,0,1,NA,3.029,1.599,0.306,0.759797884,NA,1,0,0,1,NA
OG4747,hypothetical protein,4.39,6.071428571,2.428571429,4.857142857,12.14285714,6.071428571,0,0.514,-0.96,-1.037,0.299678394,0.440861924,0.851,-0.233,-0.264,0.791402744,0.870002386,1.847,0.885,1.028,0.303941687,0.523460351,1.023,0.033,0.038,0.969316381,0.983060419,0.037,-4.77,-3.351,0.000805754,0.003866142
OG4748,hypothetical protein,13.8,25.27027027,16.42567568,12.63513514,25.27027027,25.27027027,0,0.626,-0.676,-1.491,0.136040513,0.249286605,0.498,-1.006,-2.143,0.032090739,0.076288438,1.084,0.116,0.257,0.797122513,0.894963477,0.988,-0.017,-0.038,0.969585489,0.983088793,0.009,-6.784,-5.451,5.01E-08,8.22E-07
OG4749,hypothetical protein,0.08,0,0,0,0,0,0,0.371,-1.43,-0.271,0.78610254,NA,0.392,-1.351,-0.256,0.797609319,NA,0.591,-0.758,-0.144,0.885601255,NA,0.396,-1.335,-0.253,0.799989033,NA,0.458,-1.127,-0.214,0.830652975,NA
OG475,hypothetical protein,266.19,316.625,270.9375,280.5,296.4375,303.875,227.375,0.858,-0.222,-1.546,0.122087772,0.230119386,0.883,-0.179,-1.248,0.21219709,0.354000249,0.957,-0.064,-0.433,0.664985064,0.812204404,0.957,-0.063,-0.439,0.660346606,0.757735185,0.716,-0.482,-3.28,0.001036773,0.004803878
OG4750,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4751,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4752,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4753,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4754,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4755,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4756,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4757,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4758,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4759,hypothetical protein,0.16,0,0,0,0,0,1.154320988,1,0,0,1,NA,1,0,0,1,NA,1,0,0,1,NA,1.504,0.589,0.112,0.910996419,NA,3.576,1.838,0.352,0.725031113,NA
OG476,NADH dehydrogenase,23544.78,9843.768173,6398.779961,2973.998035,14364.46562,9354.776031,8964.611002,0.65,-0.621,-4.215,2.50E-05,0.000235712,0.302,-1.727,-11.702,1.25E-31,8.72E-30,1.459,0.545,3.698,0.000217574,0.001807974,0.95,-0.073,-0.497,0.618946598,0.724503382,0.911,-0.135,-0.915,0.360049352,0.508477411
OG4760,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4761,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4762,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4763,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4764,IS1595 family transposase ISCco3,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4765,hypothetical protein,0.04,0,0,0,0,0,0,1.408,0.494,0.094,0.925289276,NA,1,0,0,1,NA,1,0,0,1,NA,1,0,0,1,NA,1,0,0,1,NA
OG4766,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4767,hypothetical protein,4.74,2.093283582,2.791044776,2.791044776,5.582089552,6.279850746,0,1.375,0.459,0.546,0.58477331,0.710263578,1.308,0.388,0.457,0.648027799,0.769176826,2.72,1.444,1.751,0.079932435,0.212420171,3.239,1.695,2.136,0.032661987,0.066581461,0.063,-3.987,-2.853,0.004330757,0.016547843
OG4768,Phosphoglycerate kinase,6.18,10.10810811,20.21621622,20.21621622,10.10810811,22.74324324,5.054054054,2.033,1.024,1.451,0.14689641,0.264829501,2.015,1.011,1.426,0.153747722,0.274671421,1.016,0.024,0.03,0.976368653,0.986065989,2.178,1.123,1.592,0.111440183,0.189545944,0.549,-0.866,-1.012,0.311459808,0.460313612
OG4769,hypothetical protein,0.2,0,0,0,3.224137931,0,0,1,0,0,1,NA,1.487,0.573,0.109,0.913437851,NA,2.401,1.264,0.24,0.810064339,NA,1,0,0,1,NA,1,0,0,1,NA
OG477,"Cadmium, cobalt and zinc/H(+)-K(+) antiporter",1002.43,788.4655738,484.3606557,814.8295082,792.757377,380.7442623,426.1147541,0.614,-0.704,-4.179,2.93E-05,0.000269958,1.033,0.047,0.278,0.781095196,0.863449476,1.003,0.005,0.029,0.976959772,0.986147481,0.483,-1.05,-6.201,5.61E-10,4.62E-09,0.541,-0.887,-5.239,1.61E-07,2.25E-06
OG4770,Ribokinase,1.29,2.504464286,0.834821429,0,0.834821429,1.669642857,0.834821429,0.181,-2.467,-1.585,0.112911263,NA,0.101,-3.312,-1.982,0.047467873,0.105922976,0.564,-0.825,-0.595,0.552087187,NA,0.602,-0.732,-0.556,0.578334525,0.687626089,0.212,-2.24,-1.424,0.154492718,0.275179877
OG4771,3-isopropylmalate dehydratase large subunit,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4772,3-isopropylmalate dehydratase large subunit,0.09,0,0,0,0,0,0,1,0,0,1,NA,1.487,0.573,0.109,0.913437573,NA,2.189,1.131,0.215,0.82993828,NA,1,0,0,1,NA,1,0,0,1,NA
OG4773,Hydroxyethylthiazole kinase,0.29,0,0,0,0,1.947916667,0,0.723,-0.468,-0.124,0.901316671,NA,0.764,-0.389,-0.103,0.917846023,NA,0.591,-0.758,-0.201,0.840770782,NA,2.155,1.108,0.301,0.763504267,NA,0.458,-1.127,-0.299,0.765216102,NA
OG4774,Hydroxyethylthiazole kinase,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4775,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4776,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4777,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4778,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4779,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG478,Penicillin-binding protein 2B,2940.46,581.8063187,858.1964286,756.9903846,666.8296703,876.4340659,791.9244505,1.475,0.561,6.321,2.60E-10,7.10E-09,1.301,0.379,4.268,1.97E-05,0.000116493,1.14,0.189,2.099,0.035841478,0.118166784,1.506,0.591,6.652,2.88E-11,2.89E-10,1.361,0.445,4.998,5.79E-07,6.86E-06
OG4780,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4781,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4782,hypothetical protein,0.43,0,0.150080257,0.150080257,0,0.150080257,0,1.405,0.491,0.158,0.874740976,NA,2.006,1.005,0.327,0.74351572,NA,1.19,0.251,0.079,0.936743836,NA,1.343,0.426,0.136,0.891734364,NA,0.458,-1.127,-0.355,0.722583137,NA
OG4783,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4784,hypothetical protein,1.28,0.642611684,1.927835052,0,1.285223368,0.642611684,0,2.374,1.247,0.815,0.414855122,NA,0.271,-1.883,-1.004,0.315351643,0.473899726,2.09,1.063,0.67,0.50314253,NA,1.303,0.382,0.24,0.810520745,NA,0.163,-2.62,-1.397,0.162305544,0.284255502
OG4785,hypothetical protein,0.32,0,0,0,0,2.213017751,0,1.408,0.494,0.118,0.906343823,NA,1,0,0,1,NA,2.192,1.132,0.27,0.787181896,NA,6.851,2.776,0.68,0.496546768,NA,1,0,0,1,NA
OG4786,hypothetical protein,0.61,0,2.493333333,0,4.986666667,2.493333333,0,1.869,0.902,0.349,0.726759776,NA,0.392,-1.351,-0.5,0.616960175,NA,3.56,1.832,0.714,0.475295169,NA,2.436,1.285,0.503,0.615142307,NA,0.458,-1.127,-0.417,0.676587899,NA
OG4787,hypothetical protein,0.3,0,1.126506024,0,1.126506024,1.126506024,0,2.396,1.261,0.294,0.768964076,NA,1,0,0,1,NA,3.471,1.795,0.42,0.674811948,NA,3.686,1.882,0.443,0.658104906,NA,1,0,0,1,NA
OG4788,hypothetical protein,0.04,0,0,0,0,0,0,1.408,0.494,0.094,0.925289276,NA,1,0,0,1,NA,1,0,0,1,NA,1,0,0,1,NA,1,0,0,1,NA
OG4789,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG479,Prephenate dehydratase,339.49,194.3727599,282.1756272,226.5448029,202.4157706,235.2580645,224.5340502,1.451,0.537,3.689,0.000225017,0.001459638,1.162,0.217,1.474,0.140423758,0.256323468,1.024,0.035,0.229,0.818490579,0.907242569,1.213,0.279,1.897,0.057834318,0.108559169,1.155,0.207,1.401,0.161296758,0.28296253
OG4790,Riboflavin synthase,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4791,hypothetical protein,0.26,0,1.640350877,0,1.640350877,0,0,1.439,0.525,0.12,0.904594908,NA,0.392,-1.351,-0.305,0.76027867,NA,1.781,0.833,0.19,0.849418697,NA,0.396,-1.335,-0.301,0.763071967,NA,0.458,-1.127,-0.254,0.799142171,NA
OG4792,hypothetical protein,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OG4793,Multidrug export protein MepA,0.15,0,0,0,0,0.949238579,0,1,0,0,1,NA,1,0,0,1,NA,1,0,0,1,NA,3.113,1.638,0.313,0.753906939,NA,1.737,0.797,0.151,0.879755717,NA
